发布时间,转发数,评论数,收藏数,点赞数,动态内容
2016-07-22 16:07:14,0,38,4,0,本来写这个帖子是因为当时有人对天瑞债有质疑，为了提升士气，过了年坚持到今天快半年了。当时我和网友承诺的053净价到99元也只要一步之遥的，977的大肉也吃完了。网上再也没人对 天瑞债质疑了，这个帖子的历史使命也完成了。我自己除了留下一部分977外053和099都没了。这个帖子也到止为止了。再见天瑞债！
2016-07-22 15:31:43,4,21,15,0,本周是定增基金表现的一周，前半周特别是九泰锐智不顾公允净值及隐含净值大跌而暴涨5%，到后面两天又暴跌。最后周公允净值跌去2.32%，而价格才跌了0.07%，同样的还有财通升级，周公允净值跌1%而价格涨了0.49%。比较正常的是财通精选及国投瑞盈，净值分别涨0.95%、2.04%，价格分别涨0.95%、2.25%，相对比较合理。而九泰瑞富、博士睿远均是因为价格涨幅**超过净值涨幅显得不合理。招商增荣还是没有一个股票而隐含净值溢价，而国投瑞利8月5日到期，现在尚有约1.4%的隐含折价率，第一次发生定增基金封转开而给出保守的估计。综合来说，财通精选、国投瑞盈比较有价值。
2016-07-21 17:59:22,1,26,3,0,江苏银行的中签号出来了吗？
2016-07-21 15:35:53,0,13,0,0,101涨的实在太过了，早上一早就清仓，结果刚清仓完就暴跌，加了001后下午因净值走好一路走高，收盘前又因101跌的有的过了补了一小部分仓。可惜今天我非常少量持有的次新股暴跌，导致最后实盘竟然神奇的打平了。大盘中午还行，但在下午1:40创出最高点后反而一路下滑，知道尾盘5分钟又被拉起，成交量略有放大。我还是看好后市。
2016-07-20 15:32:38,5,30,11,0,这两天大盘天天收阴，但靠着定增基金实盘天天收阳。国投瑞盈倒还说得过去，本周隐含净值涨了2.59%，市价涨了3.72%。但锐智本周隐含净值跌了2.17%，市价却涨了5.32%，隐含折价率一下子缩小到6.47%了。我估计这些人把定增基金当股票抄了，什么MACD、KDJ全部用上，唯独看不到隐含净值，这也难怪，除了我自己用了模板在估算动态的隐含净值及折价率，网上空开的实时数据只有集思录的收费数据。等看到底裤了，估计这些人都要傻眼了。
2016-07-19 15:45:37,1,23,8,0,九泰锐智因昨天市价涨净值跌而开盘低开，趁机一口全部吃进，到下午又复现昨天一幕，净值跌市价涨，卖出了所有的锐智换成净值大涨而市价没怎么涨的国投瑞盈。今天几个策略表现都还不错。最后还补上了昨天的浮亏，继续艰难的创了新高。
2016-07-19 07:30:11,0,12,0,0,我刚创建了一个组合 $次新股策略(ZH912761)$  ，欢迎关注哦！  奇怪的是 300500苏州设计找不到
2016-07-18 15:40:29,4,21,18,0,上午九泰锐智就涨的有的不正常，明明净值在跌，市价还在涨，我抛了后又看到跌下来了做了个T加仓了，没想到尾盘最后暴涨1.33%，按照我的预测公允净值还跌了0.49%。不知道是不是昨天我的帖子惹的祸。尾盘把能抛的九泰锐智都抛了，加了财通精选，虽然精选有个中国铁建差不多了跌停，但也有持有的天业股份涨停了啊，最后我估算是才跌了0.25%，精选明显是跌过头了。今天起我一并把预测值贴上，仅供参考。
2016-07-18 07:33:03,8,36,5,0,很多价值投资者把市价当做被人牵着的狗，只要人往前走（相当于价值在不断提升），牵狗的绳子不断，总有一天狗会跟着人往前走的。可惜中国股市虽然牵狗绳基本不会断，但这根绳子实在太长了，而且走着走着绳子绕道大树上了，走着走着狗发疯了拼命拽着人往边上走。导致除了研究人怎么走还要研究狗跑的规律。
2016-07-15 16:27:33,1,27,3,0,本周三个天瑞债都非常正常，收益率最高的反而是时间最短的053了，977经过几周大涨，目前已经没有什么特别的优势了，现在053、099、977三个天瑞债价格基本趋向平衡，053目前净价是98.15元，离开我说的目标价99元只不到1元了。
2016-07-15 15:43:04,2,8,9,0,"煤气化本周五天四个涨停，其中不乏上车的机会，但很少有散户会上去，按照行业的PE计算，至少能达到15元，再加上重组概念、小盘股概念，不涨反而奇怪了，不过本周可能因为*欣泰事件小盘股受压，等影响过去后相信还是会涨的。本周的定增基金三剑客九泰锐智、财通精选、财通升级表现一如既往的出色，分别涨了1.21%、3.23%、2.12%,当然还有一个重仓H股B本周大涨7.87%，但就是因为持有的小盘股表现不佳，导致实盘最终只涨了0.08%。"
2016-07-14 15:18:37,0,7,0,0,下午大盘一个小V字肯定有人割肉了啊，否则这些成交量怎么来的呢？今天大盘虽然跌了，我的定增基金和小票、轮动的股票都表现不错。本来期望今天海龟翻多了还差了一口气，看看明天能不能如愿。
2016-07-13 15:25:12,1,32,5,0,明天300只要再涨0.63%，我的改良版的海龟系统就由去年6月转空以后一年多第一次转多了。最近几天连续大蓝筹猛涨小票不涨，不过从历史上看，除了07年大蓝筹表现了很长一段时间外，其他的年份都是大蓝筹拉了一段时间最后还是让位给小票表现，没别的原因，就是资金量没那么多，拉一个大蓝筹的量可以拉10个小票都不止。
2016-07-12 16:08:04,5,22,7,0,今天几个网友都在后悔，后悔没加仓大票和银行，做投资做到每天盯着盘我觉得也是非常累的，我喜欢策略定好后无脑执行，煤气化就是一个最好的例子，重组成功先来两个跌停，一般的小散肯定都交出筹码了，没想到本周来两个涨停，而且我看封的死死的，估计明天还是涨停。我也没割肉也没抄底，就是不到我的心里价值不抛。花费了几天时间做了个八个定增基金的动态跟踪模板总算完成了，马上再打算写个定增基金的培训教材，这个比天天盯着看盘要有意义的多。
2016-07-12 06:18:21,0,6,0,0,大盘高开低走，带着小票暴跌，不过经过了2天的跌停，煤气化又神奇的涨停了，主力骗筹码太狡猾了，我们作为小散处于信息的弱势地位只能用纪律去战胜它。
2016-07-09 10:04:26,0,6,3,0,本周债券调整，但最后两天天瑞债又反弹了，虽然净价本周都跌了，但最后977和055的实际收益率是正的，而053也就是微跌了0.07%。目前相对来来最有价值的是977了，但优势和半个月前相比弱了很多。
2016-07-09 09:49:59,0,3,0,0,周五大盘如期调整，连续涨了那么多天，调整一天也非常正常的，但只要一调整，马上出来两种声音，一种是说下周将开启调整，2900、2800甚至有人看到2500的，还有一种乐观派觉得周一就会反弹。反正在历史上这两种情况都有，我就不算概率了，免得被人说成算命先生。
2016-07-07 23:32:07,3,10,9,0,"关了半年多资产重组的煤气化终于复牌了,早上一看集合竞价,近4万手成交在5%的涨停上,心里还在想着有几个涨停,突然网友说煤气化怎么跌停了?我刚想说不是涨停么?就看到煤气化的价格直接下跌到5%的跌停价了.真是A股是个盛产天鹅的地方,不过相当多的比例是黑色的.今天也有好消息,九泰锐智市价大涨1.50%,再次创出历史新高,晚上一看净值,竟然大涨2.19%.算了一下今年的市价和净值的涨幅,分别高达23.67%&nbsp; 和32.73%.无论从净值还是市价,以及隐含折价率、动态年化折价率等指标来看，九泰锐智都是目前定增基金乃至所有基金中最值得持有的一个。"
2016-07-07 10:32:18,1,8,0,0,万分感谢@大猪先森 和网友们！，我的目录置顶成功了。(备注)
2016-07-07 10:22:40,0,22,1,0,真是乐极生悲啊，昨天还在想煤气化今天重组成功有10个还是20个涨停，没想到今天直接跌停开盘。好久没打脸了今天直接一记重击啊。被打的脸都找不到了
2016-07-07 07:29:25,2,15,0,0,请教一下各位，怎么用雪球币把自己的有所有文章目录的这个帖子置顶？我曾经置顶过，但大概是年纪大了，忘记了怎么置顶了，请教一下大家，多谢了！
2016-07-06 15:23:50,2,23,4,0,今天真是一个好日子，昨天早上抄底买进的豫光金铅，今天一个涨停，两天的收益率近20%；前两天大跌的977今天也如期反弹了；和蛋卷PK的金创债轮动模型，虽然后来实盘没继续下去，但模拟盘从今天、本周、本月、本季度和今年全部胜出，这关键是有一段特别难受的天天打脸的日子。通过网友一起群策群力开发的几个策略实盘旗开得胜，昨天我自己将信将疑买进的定增策略股票，没想到今天都大涨了。最值得高兴的是和花费了我半年时间和上海长投网合作开发的《简易量化投资》今天终于上线了。
2016-07-06 05:08:33,2,12,0,0,昨天真有意思，外围一片环保色，只有英国万绿丛中一点红。是不是英国人民觉得终于脱离欧盟的苦海了？
2016-07-06 04:57:33,2,8,1,0,宝能昨天尾部再次偷袭万科，今天开板大概率，不过由于仓位限制宝能如果今天再吃货必然明天公告，导致很有可能今天拉高明天被套。一句话，人多的地方不要去，宁可不要这个套利也要降低风险。
2016-07-05 21:27:00,2,10,2,0,虽然今天万科第二个跌停了，但收盘前大单拼命吃进，意味着明天开板概率很大，是否会带动地产板块乃至大盘再一次上攻呢？124977第二天调整，应该是大盘的挤出效应加上债券大跌引起的，经过调整后977还会上攻，至于哪天只有算命先生知道。
2016-07-05 11:33:35,1,26,1,0,124977下跌大概有两个原因：1、股市大涨，977持有者一看已经有不错的收益率，卖出977换入股票。2、债券如124130大跌，因为有挤出效应，导致部分977持有者觉得还是卖了977买入130等更加划算。
2016-07-04 15:24:45,0,23,2,0,万科毫无疑问的跌停了，但大盘却顽强的起来了，这是几乎所有的专家都没预料到的，大盘真是以出乎人们的意料之外为己任的。中国核建终于开板了，我的核建也没走，放几天看看吧。124977如期调整，但调整是上周踏空的机会。组织了一个网上小团队，大家发挥自己的长处群策群力的开始了几个策略研究和回测，定增股票策略基本完成了，明天开始小规模实盘。
2016-07-04 06:05:17,2,15,7,0,124977经过上周一轮价值回归大涨后，按照过去的惯例，在周一有可能会回调，回调是上周踏空的回补机会。毕竟近2分钱的利息每天都会有的，而且和同等AA+债券比，，大概还有5%左右的空间。
2016-07-03 06:46:33,6,50,5,0,看到炒新那么热，我明白了要指望中国股市走好是一件不可能的事情，换什么管理层都没用，只有把中国股民全部换掉！想想看，如果一个正常的股票，发行的时候PE在10-20倍，一上市就弄个20-30个涨停，弄得PE非要到50-100倍，而最终二级市场认可的PE可能就是20倍左右，等开板后PE已经居高不下了，还有人来炒新，即使每年的收益非常好，那要到多少年股价不跌PE才能恢复正常啊。想来想去换什么都没用，换我们股民吧。
2016-07-01 23:20:43,4,19,8,0,"本周是977的好日子，上周我已经说到977的优势将越来越大，谁知道周三就来了评级公告，天瑞债依然在AA+稳定。我马上判断977的优势比099、053都大，099比053大。结果本周977暴涨3.78%（含利息，下同），099涨0.92%，053涨0.52%，从053来看，一周涨0.52%绝对不算涨的少了，但和099的0.92%特别是977的3.78%，根本不能比了，而且这个结果基本是通过比较用数学工具可以获得大致的涨幅的。从目前的结果看，还有1年2个多月的977和还有半年多的053,099比，ytm分别是13.78%、10.96%、10.76%，977只比099多了8个多月，ytm还将近多了3%，个人觉得下周还能涨，不过可涨幅是越来越小了，就像曹刿论战那样，一鼓作气，再而衰，三而竭。相对来说还是977的优势大一些，但这个优势和上周是不能比了。"
2016-07-01 22:19:08,3,17,3,0,这周犹如神助，977踏准，101继续享受抬轿，还有几个股票享受到了大涨甚至涨停。实盘本周大涨3.52%，总算追上来了。
2016-07-01 05:17:19,4,17,1,0,英国人还真有意思，自己家里闹分家，闹的邻居都不太平，他自己倒好，连续三天红三兵比我大A股还要厉害，竟然创出了新高，我大A股不服啊！！！
2016-06-30 15:39:02,1,12,1,0,半年终于过去了，实盘微涨0.07%，今年上半年经过了千辛万苦的折腾，收益率才只有1.74%，不过和大盘比较起来还是跑赢了很多。上证指数下跌17.22%，上证50跌12.32%，沪深300跌15.47%，中证 500跌19.61%，创业板指数跌17.92%，中证1000跌17.65%，国证2000跌15.47%，跌幅最小的是上证50指数，12.32%，跌幅最大的是中证500，跌了19.61%。账户两次创了新高，两次被打会原形。不过今天124977大涨1.84%值得高兴。
2016-06-29 21:43:46,2,3,11,0,今天天瑞债的评级都出来了，全部是AA+稳定，下午看到评级在群里叫了一声换977，结果今天124977大涨了0.70%，目前977还有1.3年可回售，10月16日付息日，必须在10月16日前卖出避税，即使经过今天大涨，税前ytm还是高达16.55%，至少比同样级别的债券高了6个点，优势非常明显，明天又是半年的最后一个交易日，不出意外机构等为了做高业绩，不出意外977还会大涨。
2016-06-29 20:32:09,2,10,10,0,就在大家犹犹豫豫的的时候，大盘已经三连阳，而且今年熔断后第一次突破了半年线。天瑞债券的评级也出来了，在群里叫了一声053/099换977，瞬间977就被拉起来了，最后涨了整整0.70%，今年977还很少有这样的涨幅。明天是半年的最后一天了。按照惯例，机构、基金经理们都要冲业绩了，历史上是涨的多，即使去年6月份大盘暴跌了7.25%，但6月30日还大涨了5.53%，但这只是一个概率，去年年底12月31日就跌了0.94%。本来想做过统计表的，想想这种吃力不讨好的事情还是少做点，免得又被人喷。还是自己做自己的，今天一早买了一个鼎泰新材，不但封板而且还赚了11.16%。
2016-06-29 06:42:45,3,18,1,0,大盘走势就是喜欢出乎意料之外，上证指数今天马上要突破半年线了，创业板指数已经突破了2天了，而创业板综指已经突破了年线2天了，这些突破都是今年年初熔断后一直在线下的。冲击MSCI失利不跌，英国脱欧风暴不跌，该跌不跌，就应该要涨了。我虽然不是算命先生，无法判断今天到底是涨还是跌，但看好7月份的行情。
2016-06-28 15:45:46,0,16,0,0,今天果然低开高走，在外围特别是欧美股市连续暴跌下依然两连阳，确实显示了A股到了跌无可跌的底部了。实盘虽然今天也有进账，但和标的比还是跑输，不过小盘股策略表现表现不错，即使算上快要复牌的煤气化和今天停牌的龙建股份，依然整体涨了1个多点。
2016-06-28 08:44:49,1,15,1,0,今天早上外围都一色绿，还不如昨天早上。昨天很多人没想到我大A股会毫无调整的一路大涨；估计今天同样会出乎大多数人的意料之外。股市就专治算命的。
2016-06-27 15:34:40,1,13,1,0,果不出所料，大盘周五借英国公投先蹲了下去，今天借势大幅度反弹，外围指数也涨跌有序基本正常了。今天实盘靠新策略也大涨了1.72%，今年第二次转正了，希望不要像上次那样创下新高后再一路下滑。唯独这个金创债轮动天天被打脸，现在持有少量创业板不动了，但我还会天天贴出来，看看到年底到底跑赢还是跑输。
2016-06-24 17:37:12,4,14,1,0,今天全球市场还是我大A股最牛，跌的最少，反弹的最多。希腊、西班牙、意大利等经济差的欧洲国家跌的远远超过英国，还有一个跌幅小的就是俄罗斯了，亚洲的印尼、马来西亚等跌幅甚至比中国更小。
2016-06-24 16:19:31,9,12,35,0,本周053和099依然非常稳定的正收益，随着时间的推移，网上越来越多的人认识了这个天瑞债，也很少有人再把天瑞债归到垃圾债里去了。如果一定要说是垃圾，天瑞债是垃圾中的金子，随着时间的推移，慢慢总会发光的。同样随着时间的推移，053的骑乘效应越来越少的，而时间稍微长一点的977到了我们的视野里了。977从春节后一路下跌，终于在前两周基本跌出价值来了，从最新的数据看，目前的ytm高达17.04%，和099的差额4.81%已经到了历史的最高值了，而且即使税后14.53%，今年10月不避税16个月不到应该也是非常有价值的，实盘配置现在变成977最多，099其次，053最少了。
2016-06-24 15:31:39,7,30,5,0,今天真的是赌徒日，一早英国来的消息都是一片留欧声，包括赌博公司的赔率都可以看出。但随着时间的进展，越来越不对了，大盘也开始受影响了。直到下午1点开盘就是和港股一样直线跳水了。我卖出了点好卖的债券直接在底部补了H股B，下午如我预期的一样开始反弹，由于重仓的九泰锐智和今天开盘买进的光正集团等强劲表现，盘中最高竟然还赚了1个多点，到收盘今天亏损0.41%，和大盘比跑赢了将近1个点。本周竟然还微赢了0.03%。新量化选股模型应该说非常成功。英国公投脱欧，在我看来就像隔开几条街的街坊邻居家里闹分家，和你有什么大的关系？下午一点多的暴跌，也不一定是主力诱空，而是一部分小散自己心理承受能力差，分析能力差，跟着港股人云亦云，还有一部分我在怀疑是启动了机器人自动止损程序了，否则在一点多的时候的直线暴跌，感觉不太可能是小散的无序作为的。
2016-06-24 14:13:56,1,18,0,0,感谢远在英国的脱欧者，抄底成功，今天竟然盘面还盈利了1个点左右。
2016-06-24 12:08:47,3,15,2,0,截止北京时间24日11点49分，目前脱欧阵营得票1341万张，留欧阵营得票1253万张，差距为88万票，剩下未开出的选票已不足1000万张。脱欧基本大局已定。还不是隔壁邻居闹分家，是隔开好几条马路的邻居闹分家。即使大A股今天下午再暴跌，相信下周也会涨回来的，这个L的一横没那么短的。
2016-06-24 07:11:34,2,23,0,0,06:55　　直布罗陀计票区留欧阵营胜出，直布罗陀计票区支持留欧19322人，支持退欧823人。看来大势已定了，我大A股也应该有所表示了。
2016-06-23 17:49:56,3,34,3,0,我判断明天不管公投的结果是留欧还是脱欧，大A股都应该大涨一次。就像高考后的学生，不管考的好不好，考完后都会找个地方去疯狂一下。况且还是隔壁邻居在闹分家，我们担心受怕干嘛？
2016-06-22 15:38:45,3,10,1,0,今天大盘尾盘走势正好和昨天想法了，总算把昨天的浮亏填平了还有盈余，目前新策略试验还算比较顺利。历史的数据还需要进一步优化，就是不知道数据库还会崩溃几次？最近金创债模型真的是背运，每次都是踏准了亏的多的品种，实盘已经持有创业板好几天没按照模型换了，模型的结果先放着看看到底会如何。
2016-06-21 15:30:25,0,18,1,0,又是高开低走，早上大盘碰了一下60天均线就回来了，弱市可见一斑。但这真的要大跌也很难，估计又要走一段L型的一横了。
2016-06-20 15:50:23,1,13,0,0,虽然金创债模型最近特别背，但最新的策略小规模实施了3天远远超过大盘。就是这个策略的容量有点小，无法容纳更多的资金，只能连仓位明细也公布前三名了。你也千万别猜，我是几次数据库崩溃几次又重新计算得到的结果，不是简单的拍拍脑袋就能想的出的。
2016-06-17 22:30:16,0,3,2,0,本周053、099均创下了一周0.89%的春节以来的最大涨幅，而且977也更是暴涨，现在判断整个天瑞债因为山水水泥问题逐步得到解决而摆脱了垃圾债的地位。053也因大涨导致tym创出了春节后的最低值：11.06%
2016-06-17 22:13:31,3,27,6,0,本周周一暴跌导致损失惨重，好在后面逐步补上了。最近多个策略喜忧参半。效果特别好的：九泰锐智，本周操作了好几次高抛低吸都非常成功，有一次吃足了开盘的最低价格。053、099、977等多个天瑞债本周表现出色。小盘股上半周跑输指数，下半周跑赢指数，整体算及格。表现最差的是金创债轮动，本周真是反向指标了，周四实盘忘记操作，结果因祸得福，差了好几个点。金创债轮动模拟盘本周如果完全按照标准版模型计算跌了整整9.12%，还好比重不大，才占了5%。本周启动的股票新模式倒是表现出差，周五清仓的10个股票仅仅2天就净赚4%多点，远远跑赢大盘。不过符合条件的容量实在不大，不能公布详细策略并删除了具体股票名称，因为我发现这个世界上聪明人还真多。快半年了，今年整体还亏了1个多点，但愿下两周能先把这个亏损不上。
2016-06-16 15:39:14,1,22,5,0,熊市里的反弹就是一日游行情，还好昨天大幅度减仓了。试了个新模型策略买了10个股票当天就浮赢2.16%，今天再做仔细的测算后明天增大试验量。金创债真的是来回打脸，今天在测试新策略没关注，到收盘一看又翻成黄金了，实盘和雪球上的模拟盘都不来记得换，只能明天再说了。新策略容量有限抱歉我不公布了。
2016-06-15 15:25:10,3,26,5,0,虽然A股入MSCI没成功，低开是毫无疑问的，但高走绝对没想到是现在这样的。不亏今天是**的生日，大盘再怎么也不能跟**过不去。不过实在是涨的太厉害了，特别是九泰锐智，收盘前手忙脚乱的大幅度减仓，也只减仓了不到20%，明天周四又是法定下跌日，逢低再补进吧。最近金创债轮动确实很差，盘中创业板又突破黄金阈值换入，最近几次轮动操作几乎就没一次成功的。但作为一个至少几年的模型策略来看，连续几次失败是太正常了。不管是在10年的实战中还是回测中这样的事情都多次遇到。再次说明，不管你看了我的帖子跟了什么策略，输赢都是你自己的，对骂人者我不会做任何解释一律拉黑！
2016-06-15 05:13:36,17,49,1,0,明晟公司宣布推迟将A股纳入MSCI新兴市场指数，再加上外盘四连阴，低开是无疑的了，就看能不能拉起来点。
2016-06-14 15:25:56,2,23,4,0,早上挂了九泰锐智，想不到竟然以1.322的全天最低价成交了。今天大盘还是在走L型，现在看最近的走势不是L，而是一个U形加一个L形。这几天持有的股票也表现不好，连续跑输中证1000，天也开始热了，心静自会凉，最重要的还是要战胜自我，特别是在模型策略不太有效的时候。
2016-06-13 16:15:33,4,24,2,0,$蛋卷斗牛二八轮动(CSI001)$ 我自己的黄金版轮动也是被来回打脸，这在量化投资里面太正常了。世界上没有一个策略每一步的操作都是100%成功的，而且在我记忆中量化模型的胜率一般都低于50%，但一次成功可能会赢得比较大的收益率，最终长期还是会战胜标的的，二八轮动，加油！
2016-06-13 15:40:14,6,40,2,0,今年真的比去年还要难做，一下子又跌到解放前了。二八轮动黄金版一天之间翻黄金，中证银行也翻空，中证1000目前还没翻空，要看明后天了。不管什么策略，总有一段难熬的日子，实盘其实和回测中最恶劣的情况相比还是好了很多。坚持吧，牛奶会有的，面包会有的。
2016-06-13 05:15:24,19,93,11,0,刚刚我统计了一下，按照天天基金网的数据，333只主动性的股票基金，一年来全部亏损，亏损最小的是前海开源健康，亏了1.46%，亏损最大的是中融一带一路，亏了61.14%，333只基金平均亏损37.94%。我也承认我们小散的资金量比起他们来差了几个数量级，进出操作容易的多，我的专业知识、水平和这些专业的基金经理相比肯定是低的。但问题是如果我自己一年能赚百分之几十的，为什么要去买这些一年平均亏损38%的基金呢？
2016-06-12 06:43:45,4,16,12,0,今天的A股市场，虽然长期看可能价值投资会有胜出的可能，但本质上还是赌徒之间的博弈。类似囚徒困境、智猪博弈的案例会在A股找到它的用武之地。就拿专家们口中提及率最高的两个指标MACD和KDJ来说，我最近再次用沪深300、中证500等做了个全面的测试，用经典参数效果最差的就是这两个指标了，甚至还不如简单的MA。也不能说专家们完全说错了，相信过去肯定好过一段日子的，否则专家们 也不会总结出 MACD和KDJ的这些经典参数了，而是博弈的双方起了变化，过去因为效果太好，所以相信的人多了，慢慢对手盘少了，最后导致经典参数的MACD和KDJ效果差了。但博弈论里的经典案例中的假设是双方都是智商高的人不会做出不利自己的举动，但实际上A股里的参与者至少不全部是这样的。A股的博弈比经典的博弈论里案例里更加复杂万倍，参透人性，不要刻舟求剑，才能在A股这个合法赌场里笑傲江湖！
2016-06-08 19:22:46,7,39,23,0,再次建议：建议雪球上的组合中增加债券品种，现在像收益非常稳定的我从今年春节后就一直推荐的债券15天瑞01（127053）这样的债券始终在组合中没有，我的很多策略只能用企债ETF替代。 @不明真相的群众
2016-06-08 16:36:23,23,25,70,0,"本周因端午节只有3天交易日，但053的净价站稳了97元,099的净价站稳了96元，到年底基本上一个月收益1%是非常稳定的，绝对是是代替余额宝的最佳品种。"
2016-06-08 15:49:17,2,17,3,0,今天的大盘上午非常应景，和端午一起跳水，下午眼看已经翻红了，但最后还是还是一路下去。不过我的第一重仓九泰锐智因锂电池概率暴涨收益。整体今天竟然还是正收益，今年离开原点还有0.17%，争取到上半年结束翻红。
2016-06-07 15:14:48,0,8,0,0,大盘还是围绕这60天线上下折腾，虽然有人统计说端午前后跳水多，但我依然按照既定方针做，今天就没有任何操作。明天还有端午节前的最后一个交易日了，但愿明天能突破60天线。
2016-06-06 22:11:54,3,19,12,0,今天大盘微跌，不过我的实盘因为九泰锐智和股票表现还不错，微涨了0.35%，总算没辜负这个六六大顺之日加上猴年马月的第一个交易日。今天做了个定投定增基金的回算，因为定增基金的数据实在太少了，想了好长时间想出了一个办法来估算过去几年定投定增基金办法。从结果来说还是非常不错的。推荐定投定增基金168101九泰锐智。
2016-06-06 06:18:27,2,32,1,0,今天是16年6月6日，祝贺大家六六大顺，财源滚滚！
2016-06-04 17:08:32,5,15,1,1,$一年交易两次海龟(ZH884892)$ @持有封基
2016-06-04 14:41:36,2,21,4,0,预告：两个品种，一年操作两次，10年10倍，这不是痴人说梦，且看我的持有封基说股市之三十四。
2016-06-03 16:13:24,0,6,6,0,从春节后推荐053以来16周中仅仅只有2周微亏，第二周就补上了，基本走势和当时预计的差不多。今天总结了399481的走势，从3月25日创下新高后一路下滑，不管是时间还是跌幅都远远不够。053确实是度过债券熊市的好伴侣。
2016-06-03 16:00:33,1,10,6,0,本周确实是时来运转了，二八轮动黄金版的本日、本周、本月、本季、本年全面超过蛋卷，而且这个数据还是模型的数据全面超过了，实盘和雪球上的模拟盘因为精确计算抢跑成功更加超出厉害。九泰锐智本周也创了新高，买入的五个策略的十个股票到收盘全部见红。作为价值投资买的150176也已经有7个多点了。今年离开扭亏只有一步之遥了，虽然还没创新高，但我想也快了。居安思危，福祸相依。切记切记！
2016-06-03 14:22:45,0,23,0,0,$乐视网(SZ300104)$&nbsp; 看来不到最后很难决出胜负啊。@云蒙 @大头78 @梁宏
2016-06-03 13:50:54,9,56,0,0,@蛋卷斗牛二八轮动(DJ:CSI001) 蛋卷醒醒，我的黄金版已经跑远了
2016-06-03 09:50:59,2,32,0,0,这样下去估计云蒙的10万赌注保不住了。
2016-06-02 15:31:45,10,31,1,0,今天二八模型按照我的估算收盘不破阈值明天也破了，早上就换入了创业板了。不过和蛋卷的PK我还是按照模型收益率而不是实际收益率计算的，模型到今天收盘才换入创业板，否则抢跑PK胜之不武。光大还是没买进，不过我想总有机会的。小盘股又加仓了，不过现在是五个不同的选股策略选出10个股票，主要还是防止小市值策略失效导致回撤过大，宁可少赢点也要回撤尽可能少。
2016-06-02 15:04:53,1,26,0,0,+0.02%，我的二八黄金版模型正好在收盘转到创业板上去，抢跑成功！
2016-06-01 15:27:57,2,18,19,0,今天建仓了部分股票，考虑到小市值风险还是非常大，这次分了5个策略每个策略持有2个股票的方法。今天折腾了半天，基本持平。用26年的上证指数对MA、MACD、KDJ、RSI、BOLL、TRIX、BIAS、威廉指数、海龟策略、简单的N天等10种技术指标做了个全面的测试，结果令人大吃一惊，最常用的MACD、KDJ等指标表现最差，估计还是用的人太多了失效了，这也充分说明了股市里的最佳都是各领风骚几个月，效果好了相信的人多了对手盘就少了，结果严重变形。
2016-05-31 20:47:22,1,9,0,0,这次择时没成功，下午外出，挂了价格，结果光大没成交，10个股票也只成交了2个。二八轮动也快要轮动到创业板了，中证1000按照趋势后天也要翻多了。忘记成本，只能认错。
2016-05-30 18:29:37,1,9,0,0,继续缩量，继续走L型的一横，专家们都说本周总要打破这一横了，但我估计偏偏就是要横下去，只有等专家们都一致认为要继续横下去的时候，大盘就偏偏不横了。说实在我也不知道将来是一撇还是一捺。我知道就去算命了，还做什么股市。
2016-05-27 15:29:36,1,11,4,0,经过了前一周的调整，本周不管是055还是099甚至一直跌跌不休的977都表现出色，特别是今天的表现。天瑞的还债能力逐步得到了大家的认可。周三看124977基本稳定，周四重仓杀入，没想到周五大涨。不过感觉从昨天中了新股后应该是时来运转了，连续亏损7天也开始扭转，但愿下周不要再跌了。
2016-05-27 15:13:49,2,2,1,0,大盘的L一横实在是有点长，不过今天债券大涨，昨天重仓的124977今天也涨了0.43%。但九泰锐智依然受锂电池板块影响调整比较大。
2016-05-26 21:38:10,5,37,1,0,4个账户今年还是第一次中签，连怎么交款都不知道：
2016-05-26 15:41:59,1,17,13,0,124977看ytm和盘面差不多稳定了，将来不好说，也有可能继续下跌，但才1年多的时间有17%多的收益率应该可以接受了。还买了点150176，打算作为配置长久持有的。账面市值连跌了7天了，今天总算止跌了。经过和几个月的努力，和长投网合作的培训课件《简易量化投资》终于也在今天完成了PPT和录音的初稿。也感谢长投网，感谢广大网友的支持！
2016-05-25 17:08:55,5,29,10,0,今天在外面，很遗憾这波二八轮动黄金终于以跌破阈值清仓。本月和本季度黄金版轮动均输给蛋卷原版，但今年整体还是战胜了不少。明天早上8:00等蛋卷PK细则出来后和蛋卷一决高下。虽然最近跑输，但按照过去10年的量化规律，每次模型非常有效后马上失效，每次当模型严重失效几乎要丧失对模型的信心时效果马上就来了。
2016-05-24 15:10:24,24,141,5,0,大盘跌、黄金跌、债券跌，什么都跌，是不是该进入现金持有期了？
2016-05-24 07:52:25,23,132,12,0,今天我才知道，@银行螺丝钉&nbsp;是个90后的，我发现和我一样在研究定投、轮动、量化的人，比如说我们果仁群里的水炎等，都是和我儿子差不多年纪的人，30年左右的差异，一个是感到确实后生可畏，长江后浪推前浪，一代更比一代强。还有一个也是值得我自己自豪的是虽然我退休了，但竟然和90后混在一起，自己的心态也会变的年轻的。90后，我来了，我要混在你们的队伍里。
2016-05-24 07:24:53,5,15,4,0,“危机”两个字，乐观的人看到的是后一个字，悲观的人看到的是前一个字。股市里没有圣杯，任何一种方法都不可能永远盈利的，只有靠自己的勤奋、努力，永远保持对未知世界的好奇心，如果说股市里一定有圣杯，这就是唯一的。
